Date,Tweet,likes_count,nlikes,nreplies,nretweets,replies_count,retweets_count
2020-06-22,Tentative date for Tesla Shareholder Meeting &amp; Battery Day is Sept 15. Will include tour of cell production system.,,32390.0,1594.0,2014.0,,
2020-06-25,Special thanks to Tesla trucking &amp; rail partners for figuratively &amp; literally going the extra mile,,31211.0,412.0,571.0,,
2020-06-25,Apologies to Tesla customers for shifting delivery dates. It’s a crazy world out there!,,80869.0,1828.0,2008.0,,
2020-06-26,Only a matter of time before someone steals a Tesla while playing GTA on a Tesla,,357893.0,3601.0,31549.0,,
2020-06-28,"Btw, Tesla actually receives *least* subsidies of any automaker in US. Federal tax credit applies to other automaker EVs, but no longer Tesla.",,16954.0,761.0,892.0,,
2020-07-01,"Tesla Impact Report (repost). We do everything humanly possible to source materials &amp; produce sustainable energy cars, batteries &amp; solar ethically. Suggestions for improvement are always appreciated.",,27231.0,1686.0,2601.0,,
2020-07-02,Tesla will make fabulous short shorts in radiant red satin with gold trim,,165297.0,4938.0,10502.0,,
2020-07-02,Thanks Tesla owners &amp; investors! Love you!! We will work super hard to earn your trust &amp; support.,,41508.0,3339.0,2628.0,,
2020-07-02,"Tesla, as a side project, is building RNA microfactories for CureVac &amp; possibly others",,1910.0,175.0,294.0,,
2020-07-02,"Yes, at Tesla Grohmann",,1024.0,61.0,48.0,,
2020-07-04,"Yeah, Tesla app would enable you to release your car into the fleet &amp; summon it back at will",,1659.0,151.0,77.0,,
2020-07-04,Congrats Tesla Team — U ROK!!,,36447.0,3146.0,1505.0,,
2020-07-07,"Essentially. Long-term purpose of my Tesla stock is to help make life multiplanetary to ensure it’s continuance. The massive capital needs are in 10 to 20 years. By then, if we’re fortunate, Tesla’s goal of accelerating sustainable energy &amp; autonomy will be mostly accomplished.",,39257.0,937.0,2684.0,,
2020-07-08,Tesla China team is awesome!,,8147.0,283.0,235.0,,
2020-07-14,"Tesla Autopilot was literally named after the term used in aviation. Also, what about Autobahn!?",,6189.0,544.0,258.0,,
2020-07-14,Playable on any Tesla!,,11882.0,168.0,226.0,,
2020-07-14,"The strength &amp; perseverance of the people of Tesla, despite facing extreme difficulties",,2370.0,124.0,144.0,,
2020-07-15,Great work by Tesla software engineering,,3247.0,96.0,114.0,,
2020-07-23,"We are actually looking for revolutionary actuaries for Tesla Insurance! Please inquire, if interested.",,18685.0,1187.0,954.0,,
2020-07-24,Tesla solar panels are $1.49/Watt,,52826.0,2753.0,3967.0,,
2020-07-24,Thank you on behalf of the Tesla team. We look forward to building Giga Texas!,,84590.0,1858.0,4185.0,,
2020-07-25,Tesla will add a power lift gate at no cost,,48633.0,474.0,1255.0,,
2020-07-26,Some of whom seriously think Tesla toppled the Bolivian govt (sigh),,7611.0,356.0,285.0,,
2020-07-29,"Tesla is open to licensing software and supplying powertrains &amp; batteries. We’re just trying to accelerate sustainable energy, not crush competitors!",,32420.0,1130.0,2853.0,,
2020-07-30,Sounds like he doesn’t realize Tesla makes the vaccine machine for CureVac,,10802.0,323.0,673.0,,
2020-07-30,Yeah. Display will also soon render Teslas specifically as their model &amp; color instead of as a generic sedan/SUV. Has potential for a fun punch buggy sort of game.,,2217.0,178.0,131.0,,
2020-08-08,"Over time, since we give all employees shares, my ownership is diluted automatically. From the first financing round, where I owned ~60% of Tesla to today at ~20%, it has declined by a factor of 3.",,2502.0,149.0,202.0,,
2020-08-08,"And why aim your attacks at Tesla, when we’re doing more than any other company on Earth to advance green/sustainable energy? Have you read the news?",,17608.0,877.0,1747.0,,
2020-08-08,"Good analysis. He also includes a govt loan for high efficiency vehicles that Tesla paid back with interest several years, unlike other auto companies.",,1693.0,54.0,134.0,,
2020-08-14,Tesla is developing a NN training computer called Dojo to process truly vast amounts of video data. It’s a beast! Please consider joining our AI or computer/chip teams if this sounds interesting.,,123940.0,4332.0,8964.0,,
2020-08-14,Tesla team is working hard on increasing Powerwall production,,4450.0,180.0,173.0,,
2020-08-16,"Thank you, Tesla is most honored!",,29088.0,350.0,2115.0,,
2020-08-17,The “early investor” part of Tesla is wrong. That bs has been pushed by Eberhard (worst person I’ve ever worked with and that’s saying something!) for years.,,1435.0,113.0,68.0,,
2020-08-19,"That’s an error in Canada. The lease payment is specifically lower than loan financing, as Tesla expects to repossess the car. This is essentially a bet on residual value. If you believe residual value will rise, buy on loan, if you think it will drop, then lease.",,1903.0,82.0,76.0,,
2020-08-20,More fun games coming soon to ur Tesla,,250097.0,4225.0,29005.0,,
2020-08-20,New Tesla feature coming that enables your car to play snake jazz or Polynesian elevator music through its outside speakers wherever you go,,141574.0,4539.0,8943.0,,
2020-08-26,Tesla brake lights are powered by a miniverse inside a microverse,,6799.0,253.0,422.0,,
2020-08-28,"Neuralink this month &amp; Tesla next month, SpaceX probably October. We will have made a lot of progress by then. Might have a prototype booster hop done by then.",,6211.0,206.0,497.0,,
2020-08-28,Thanks to a smart and hardworking team at Tesla. These sure are wild times …,,15136.0,317.0,471.0,,
2020-08-30,"Tesla Germany designed &amp; built the vaccine RNA printers for CureVac, but, subject to some CureVac IP, they could be made for other companies too",,5397.0,147.0,343.0,,
2020-08-30,"One person at Tesla (out of 60,000) was hospitalized in serious condition (he caught cov2 at home, not work), no deaths. I called his wife &amp; Hayward hospital to make sure he was getting the right treatment, but which he was.",,2443.0,59.0,266.0,,
2020-08-30,"Some of the tests we initially tried at Tesla were ~50% false positive, including some from major medical device companies. Too many testing methods were approved too quickly. Wouldn’t blame the FDA, though. Public was demanding fast test approval.",,12650.0,344.0,1410.0,,
2020-09-07,"If you bombard Earth with enough photons, eventually it emits a Tesla (AK)",,108126.0,2861.0,5536.0,,
2020-09-09,Tesla Model S &amp; X have hospital-grade (HEPA) air filters. 3 &amp; Y are really good too. This has a big effect on health.,,25835.0,1345.0,2644.0,,
2020-09-09,"All Tesla workers also get stock, so their compensation increased proportionately. You are a modern day moron.",,42106.0,1587.0,6072.0,,
2020-09-10,Bitte arbeiten Sie bei Tesla Giga Berlin! Es wird super Spaß machen!!,,36676.0,2359.0,2439.0,,
2020-09-10,Try a Tesla &amp; you’re welcome to give it back if you decide you prefer a Subaru,,93785.0,1934.0,2778.0,,
2020-09-10,"Tesla is best understood as a collection of about a dozen startups, mostly in series, increasingly in parallel. Every product line &amp; new production system was invented. Instead of playing chess with the same pieces as everyone else, create new pieces.",,6487.0,248.0,1080.0,,
2020-09-10,Tesla R&amp;D productivity is exceptionally good due to the caliber of engineering talent,,2102.0,100.0,165.0,,
2020-09-12,"Releasing private beta in 2 to 4 weeks, public beta (early access owners who opt in) 4 to 6 weeks after that, then all US Tesla owners mid December. Above schedule is contingent upon not encountering major unexpected setbacks.",,1903.0,201.0,251.0,,
2020-09-16,Fallout Shelter is on your Tesla. Tap the Entertainment button.,,96934.0,1969.0,4275.0,,
2020-09-19,It took an utterly insane amount of work to move the SpaceX &amp; Tesla success probabilities above ~zero,,4245.0,203.0,397.0,,
2020-09-19,"To be frank, in the early days, I thought there was &gt;90% chance that both SpaceX &amp; Tesla would be worth $0. The press &amp; aerospace / automotive industry at the time (correctly) agreed with me.",,29454.0,451.0,1311.0,,
2020-09-21,"Important note about Tesla Battery Day unveil tomorrow. This affects long-term production, especially Semi, Cybertruck &amp; Roadster, but what we announce will not reach serious high-volume production until 2022.",,71078.0,3195.0,5391.0,,
2020-09-21,I’m pretty sure Tesla could do a much better autocorrect. The bar is so low haha.,,6879.0,209.0,184.0,,
2020-09-26,"Thanks Tesla Team for great work on deliveries! For new owners, we super appreciate accommodating us on delivery timing! Definitely one of our toughest quarters in global logistics.",,54631.0,1610.0,2320.0,,
2020-09-26,"Totally up to you, but if you head to a Tesla delivery center near you &amp; maybe help out new owners, that would be cool",,2725.0,180.0,173.0,,
2020-09-28,"That’s total market, not all Tesla. We do see Tesla reaching 20M vehicles/year probably before 2030, but that requires consistently excellent execution.",,6021.0,232.0,356.0,,
2020-10-05,Turn volume to 11 &amp; play Powerglide in your Tesla,,13925.0,897.0,1110.0,,
2020-10-05,"Music volume on a Tesla goes to 11, because it’s louder than 10",,26870.0,1050.0,1713.0,,
2020-10-07,"That would be like licensing Battlestar Galactica. Actually building continuously evolving gargantuan factories is the hard part. Lots of people who worked at Tesla Gigafactories now work at competitors, but none of those companies have made one.",,2224.0,127.0,137.0,,
2020-10-07,"The Model 3 production ramp was sheer agony for two years, but that was do or die for Tesla. No US car company has reached high volume production with sustained free cash flow in ~100 years. Hundreds of car startups all died or were absorbed for peanuts by big three.",,2061.0,36.0,160.0,,
2020-10-07,Even GM &amp; Chrysler went bankrupt in 2009. Ford and Tesla are the only US car companies that have avoided bankruptcy.,,1460.0,51.0,104.0,,
2020-10-08,"Waymo is impressive, but a highly specialized solution. The Tesla approach is a general solution. The latest build is capable of zero intervention drives. Will release limited beta in a few weeks.",,4342.0,276.0,565.0,,
2020-10-11,"When Eberhard was fired from the Tesla CEO role in mid 2007 for providing false information to me &amp; the board, no one left with him. That says it all.",,6674.0,163.0,288.0,,
2020-10-11,SpaceX/Tesla metallurgy &amp; new materials team is next-level,,4354.0,178.0,232.0,,
2020-10-11,"There are sketchy edits to Tesla wiki that whitewash Eberhard’s problems/glorify his role. Pretty odd. I was interim CEO/co-CEO from July 2007. Michael Marks was co-CEO for ~Q4 2007 &amp; Ze’ev Drori for Q1 to ~Q3 2008. After Q3 2008 financing round bust, no choice but to be CEO.",,1092.0,54.0,68.0,,
2020-10-12,"Tesla FSD computer’s dual SoCs function like twin engines on planes — they each run different neural nets, so we do get full use of 144 TOPS, but there are enough nets running on each to allow the car to drive to safety if one SoC (or engine in this analogy) fails.",,1492.0,49.0,137.0,,
2020-10-14,"We simplified this a lot. It’s basically just Teslas in tunnels at this point, which is way more profound than it sounds.",,7535.0,660.0,315.0,,
2020-10-21,"Not intentional! We just wanted to show that you could theoretically convert the entire US vehicle fleet to electric using only the lithium in Nevada, a single state. Tesla will do lithium mining only as needed. We also found a way to extract lithium using NaCl (table salt).",,23230.0,504.0,1150.0,,
2020-10-22,"Now that Tesla FSD beta is out in limited release, FSD price (new or upgrade) will go up by ~$2k on Monday",,58316.0,3194.0,2435.0,,
2020-10-27,Tesla team has done great work!,,2598.0,127.0,95.0,,
2020-10-29,Tesla should make 🔥 catgirl robots?,,118632.0,9925.0,15916.0,,
2020-11-01,Tesla Texas team is making great progress! Giga Texas factory will be an asskicker.,,15520.0,366.0,376.0,,
2020-11-03,"I put in my last money, even though I thought we would still fail. But, it was either that or certain death for Tesla. Extremely difficult to raise money for an electric car startup (considered super quirky back then), while stalwarts like GM &amp; Chrysler were going bankrupt.",,6095.0,230.0,370.0,,
2020-11-05,Recruiting ace engineers for Giga Berlin! Will interview in person tomorrow on site. Send resume to 25Guns@Tesla.com.,,106269.0,3574.0,6128.0,,
2020-11-06,"Maxwell was amazing. Should have more recognition. Tesla Motors, Inc., was almost called Faraday, as it took until late 2004/2005 to buy the trademark from a guy who had had it since 1995.",,1116.0,35.0,47.0,,
2020-11-06,"Faraday invented the electric motor, Tesla the (commutator-free, three-phase) AC induction motor, in other words, a useful electric motor",,1233.0,44.0,62.0,,
2020-11-08,Enough already on my plate &amp; Tesla’s. Maybe one day will do a prototype. Those are relatively easy. Volume production with high reliability &amp; low cost &amp; passing all regulations is 100X harder.,,1208.0,70.0,46.0,,
2020-11-08,♠️♠️ Tesla Autopilot/AI team ♠️♠️,,2335.0,63.0,95.0,,
2020-11-09,"I do expect this to become an important product for the world, but probably not financially material for Tesla",,2220.0,97.0,82.0,,
2020-11-09,Tesla makes the RNA Bioreactor that can make vaccines / cures. CureVac has version 2 in use. Version 3 is under development.,,2035.0,77.0,120.0,,
2020-11-09,Thanks to a lot of great Autopilot/AI hardware &amp; software engineers at Tesla!,,3224.0,175.0,140.0,,
2020-11-16,"CureVac, Moderna &amp; a few others. Tesla makes the machine CureVac uses to go from known gene sequence to trillions of lipid-coated mRNA strands.",,1097.0,66.0,76.0,,
2020-11-17,"They’re on their way! Hopefully, more Teslaquila next month.",,1456.0,129.0,54.0,,
2020-11-18,The only publicly traded stock I own is Tesla,,4423.0,346.0,297.0,,
2020-11-18,Tesla holiday software release is 🔥🔥,,110015.0,3410.0,2664.0,,
2020-11-20,"Andrej is awesome, but it should be said that we have a very talented Autopilot/AI team at Tesla. Too much credit comes to me &amp; Andrej.",,1784.0,54.0,81.0,,
2020-11-21,Tesla is a vehicle for creating &amp; producing many useful products,,1904.0,98.0,103.0,,
2020-11-21,"Because I am not an investor. Tesla is definitely not the only good company, but investing is not what I do. But I always put my own money into companies I help create, otherwise it’d be wrong to ask others to do so.",,2446.0,123.0,138.0,,
2020-11-24,"We’re still far from simply video in, control out. The biggest game-changer, currently underway at Tesla, is 360 degree, high fps video for labeling, training &amp; inference.",,2500.0,128.0,96.0,,
2020-12-02,"Award accepted on behalf of the great people at Tesla, SpaceX, Neuralink &amp; Boring Co",,8521.0,306.0,287.0,,
2020-12-17,"It will get absurdly good. Tesla AI/Autopilot engineering is awesome! There’s some great AI out there, but can it self-drive while playing Cyberpunk … ?",,7895.0,288.0,344.0,,
2020-12-21,Thanks to everyone who worked so hard to make Tesla successful. My heart goes out to you.,,345625.0,8378.0,11156.0,,
2020-12-21,"They are, although it’s kind low-key. Tesla Superchargers are being made accessible to other electric cars.",,37359.0,570.0,803.0,,
2020-12-22,"Strange, if true. - Tesla already uses iron-phosphate for medium range cars made in our Shanghai factory. - A monocell is electrochemically impossible, as max voltage is ~100X too low. Maybe they meant cells bonded together, like our structural battery pack?",,14090.0,310.0,866.0,,
2020-12-22,"During the darkest days of the Model 3 program, I reached out to Tim Cook to discuss the possibility of Apple acquiring Tesla (for 1/10 of our current value). He refused to take the meeting.",,62973.0,3574.0,9639.0,,
2020-12-24,"To Tesla owners taking delivery in the final days of year, your support is super appreciated!!",,149808.0,3542.0,3501.0,,
2020-12-25,"Change your horn sound to 🐐, 🐍🎷, 💨 or holiday jingles with latest Tesla software update!",,187368.0,5373.0,6983.0,,
2020-12-25,"Engineering, design &amp; general company operations absorb vast majority of my mind &amp; are the fundamental limitation on doing more. Capital allocation is important, but low CPU load. Tesla public company duties are a much bigger factor, but going private is impossible now (sigh).",,2532.0,216.0,154.0,,
2020-12-27,Try playing Polytopia in your Tesla! Great game. Multiplayer online version coming soon.,,148037.0,5355.0,4186.0,,
2020-12-27,"Roughly 95% of parts in Tesla Roadster were unique — not in any other product. Unfortunately, since we started out with the (dumb, in retrospect) goal of simply adapting Lotus Elise to electric, we ended up with a 10% too small sports car that seems kinda like a Lotus.",,2031.0,106.0,78.0,,
2020-12-28,Just meeting with Larry Ellison to seek some advice. Back working on Tesla end of quarter tomorrow.,,8631.0,601.0,314.0,,
2020-12-28,What should Tesla do with in-car gaming in an autonomous world?,,33830.0,6932.0,884.0,,
2021-01-02,"Tesla Full Self-Driving will work at a safety level well above that of the average driver this year, of that I am confident. Can’t speak for regulators though.",20211.0,,,,663.0,894.0
2021-01-02,"So proud of the Tesla team for achieving this major milestone! At the start of Tesla, I thought we had (optimistically) a 10% chance of surviving at all.",106990.0,,,,4026.0,6002.0
2021-01-02,Tesla is responsible for 2/3 of all the personal &amp; professional pain in my life combined. But it was worth it.,12858.0,,,,630.0,659.0
2021-01-09,One of the best Tesla Solar Roof installations,2670.0,,,,118.0,95.0
2021-01-10,Maybe a Tesla AI day later this year,5009.0,,,,256.0,382.0
2021-01-25,Tesla is steadily moving all NNs to 8 camera surround video. This will enable superhuman self-driving.,3528.0,,,,151.0,333.0
2021-01-25,"To my surprise, Tesla has better AI hardware &amp; software than Waymo (money)",21436.0,,,,638.0,919.0
2021-01-30,I sure hope that’s not true at Tesla or SpaceX!,72157.0,,,,1370.0,1653.0
2021-02-07,Time to tell the story of Tesla &amp; SpaceX,395587.0,,,,11442.0,22448.0
2021-02-09,"Everyone at Tesla receives stock. My comp is all stock/options, which I do not take off the table. That’s what you’re missing.",94437.0,,,,2476.0,4570.0
2021-02-12,Congratulations Tesla China for amazing execution last year. Now on to the next for even more!!,26090.0,,,,539.0,729.0
2021-02-19,"Tesla’s action is not directly reflective of my opinion. Having some Bitcoin, which is simply a less dumb form of liquidity than cash, is adventurous enough for an S&amp;P500 company.",26473.0,,,,922.0,3228.0
2021-02-19,"To be clear, I am *not* an investor, I am an engineer. I don’t even own any publicly traded stock besides Tesla. However, when fiat currency has negative real interest, only a fool wouldn’t look elsewhere. Bitcoin is almost as bs as fiat money. The key word is “almost”.",33694.0,,,,2046.0,5810.0
2021-02-19,SpaceX in south Texas &amp; Tesla in central have been providing direct assistance where feasible (eg save cold turtles &amp; help power the water treatment plant). Please let us know if we may be helpful in other ways.,38047.0,,,,1201.0,2316.0
2021-02-20,"Most people have no idea, even though there are so many FSD progress videos posted. Munro understood right away. There will be a gap before the next release, but then it will be a step change better. Tesla is solving a major real-world AI problem.",7209.0,,,,385.0,830.0
2021-02-23,"It is still available off menu, but I don’t think the range, in many drive conditions, yet meets the Tesla standard of excellence",2711.0,,,,268.0,162.0
2021-02-23,"The Tesla Solar Roof is slightly hydrophobic, so water, snow or ice slide off easily",59079.0,,,,1948.0,2270.0
2021-02-25,"Prices in the US (of all goods) don’t include VAT, but it’s usually included in other countries. Then there’s import duty &amp; transport costs. The intent is that revenue to Tesla is roughly similar in all countries, so taxes, tariffs &amp; transport make up the difference.",2858.0,,,,136.0,142.0
2021-03-02,Tesla China team rocks!,3595.0,,,,127.0,172.0
2021-03-03,FSD beta build V8.1 normally drives me around with no interventions. Next version is a big step change beyond that. Tesla is solving a major part of real-world AI. This is not widely known.,4533.0,,,,225.0,626.0
2021-03-05,"Tesla &amp; Ford are the only American carmakers not to have gone bankrupt out of 1000’s of car startups. Prototypes are easy, production is hard &amp; being cash flow positive is excruciating.",50498.0,,,,1155.0,2996.0
2021-03-05,"Tesla AI, both hardware &amp; software, is deeply underestimated",7760.0,,,,483.0,892.0
2021-03-06,"If you want the Tesla Full Self-Driving Beta downloaded to your car, let us know. Doubling beta program size now with 8.2 &amp; probably 10X size with 8.3. Still be careful, but it’s getting mature.",121891.0,,,,19446.0,6381.0
2021-03-07,Availability varies by region due to regulatory approval delays and/or Tesla internal development &amp; testing. Note: word “Beta” is used to reduce complacency in usage &amp; set expectations appropriately. All software is first tested internally by Tesla simulation &amp; QA drive teams.,30948.0,,,,1319.0,1146.0
2021-03-07,"The Tesla FSD computer started shipping in volume in Q2 2019. 2020 cars should all have FSD computers, whether or not ordered as an option.",3079.0,,,,141.0,138.0
2021-03-09,"Not connecting Tesla cars to Starlink, as our terminal is much too big. This is for aircraft, ships, large trucks &amp; RVs.",27129.0,,,,1085.0,1129.0
2021-03-14,Play your favorite song in a Tesla &amp; turn the volume to 11 You will see. You will feel.,163257.0,,,,7806.0,7562.0
2021-03-24,You can now buy a Tesla with Bitcoin,865043.0,,,,34764.0,107869.0
2021-03-24,"Tesla is using only internal &amp; open source software &amp; operates Bitcoin nodes directly. Bitcoin paid to Tesla will be retained as Bitcoin, not converted to fiat currency.",173133.0,,,,4515.0,19032.0
2021-03-26,I think there is a &gt;0% chance Tesla could be the biggest company,8125.0,,,,525.0,819.0
2021-03-27,"This is crazy. Should use Tesla Megapacks for load-leveling the grid. More effective, more reliable and costs less.",10335.0,,,,558.0,834.0
2021-03-30,"Agreed! We’re not super far, as Magic Valley Utility can give us almost all wind-power, which will be used for LOX (78% of propellant mass)/N2/argon distillation. We’re also aiming to increase solar power from 1MW to 10MW, paired with Tesla Megapacks, for continuous power.",5258.0,,,,250.0,270.0
2021-04-05,Special mention of Tesla China,5963.0,,,,168.0,204.0
2021-04-05,Great work by Tesla team!,12669.0,,,,276.0,471.0
2021-04-08,Thanks Tesla suppliers for providing us with critical parts!,181500.0,,,,4992.0,5736.0
2021-04-13,"Tesla is building up collision repair capability to help address the grief that you went through, but usually insurance companies make you go their “approved” collision repair partners. Tesla Insurance will make it smooth sailing.",25865.0,,,,1221.0,1076.0
2021-04-15,"While perhaps obvious in hindsight, it turns out that the only way to solve self-driving is to solve a big part of real-world AI. That is what Tesla is doing, both in hardware &amp; software. Unless a company is good at AI with tight compute, it’s hopeless. This is insanely hard.",3050.0,,,,237.0,345.0
2021-04-15,Tesla AI/Autopilot engineering is awesome! Making excellent progress solving real-world AI.,126855.0,,,,5373.0,6652.0
2021-04-17,Great progress by Tesla team,8234.0,,,,242.0,281.0
2021-04-18,Passive Autopilot (sometimes called active safety) comes standard on all Teslas,4360.0,,,,245.0,278.0
2021-04-18,Tesla with Autopilot engaged now approaching 10 times lower chance of accident than average vehicle,156036.0,,,,10992.0,17448.0
2021-04-22,Tesla Solar + Powerwall battery enables consumers to be their own utility,168064.0,,,,9949.0,10785.0
2021-04-22,"If Tesla owners are “conspiracy theorists”, then it would be fair to call them “advertising salespeople masquerading as truthtellers”. If that’s an unfair criticism, a simple rebuttal would be to show their articles per fatality for all automakers. Tesla is ~0.02% of deaths …",3553.0,,,,210.0,385.0
2021-04-22,"Powerwall 2 peak &amp; steady power capability is better than advertised. Now that we have lots of operational data, Tesla can unlock higher capabilities for free via software update next month. Depending on production date, power increase power may be &gt;50% at 30C ambient temp.",27441.0,,,,1347.0,1207.0
2021-04-22,"Starting next week, Tesla Solar Panels &amp; Solar Roof will only be sold as an integrated product *with* Tesla Powerwall battery",122334.0,,,,7257.0,7759.0
2021-04-23,"I’m staying at a friend’s place in Florida that is 85% powered by Tesla Solar Roof + Powerwall. When grid power goes down, air-conditioning automatically turns off in some of the house. Computers &amp; lights don’t even flicker. Owner says he doesn’t notice.",3502.0,,,,303.0,258.0
2021-04-27,"Yeah, roughly 200MW/km^2 using currently available solar panels. What’s really amazing is that you can store all energy needed to power a continent overnight with 1 square kilometer of stacked Tesla Megapacks!",10787.0,,,,487.0,804.0
2021-04-27,"No, you do not. I have not sold any of my Bitcoin. Tesla sold 10% of its holdings essentially to prove liquidity of Bitcoin as an alternative to holding cash on balance sheet.",94927.0,,,,4338.0,12235.0
2021-04-28,"Other companies spend money on advertising &amp; manipulating public opinion, Tesla focuses on the product. I trust the people.",17990.0,,,,1094.0,2165.0
2021-04-30,True. Anyone paying attention to the rate of improvement will realize that Tesla Autopilot/FSD is already superhuman for highway driving &amp; swiftly getting there for city streets.,2944.0,,,,229.0,200.0
2021-05-11,Do you want Tesla to accept Doge?,392471.0,,,,96563.0,94898.0
2021-05-13,Tesla &amp; Bitcoin,491785.0,,,,120523.0,73792.0
2021-05-17,"To clarify speculation, Tesla has not sold any Bitcoin",98714.0,,,,17389.0,17083.0
2021-05-19,Tesla has 💎 🙌,452335.0,,,,68672.0,55180.0
2021-05-20,A longtime Tesla supporter gave me the Doge dollar sticker at Giga Berlin,23338.0,,,,954.0,2666.0
2021-05-20,Tesla Model S Plaid delivery event June 3 at our California factory Fastest production car ever 0 to 60mph in under 2 secs,194739.0,,,,17878.0,13993.0
2021-05-28,"Tesla sure would appreciate changing the law, so that this is not required!",22348.0,,,,1492.0,1348.0
2021-06-02,"That’s where we get most of our lithium. Also, whereas phone batteries make heavy use of cobalt in cathode, Tesla uses primarily nickel, which is trickier, but has better energy density (range). Iron cathode cells are now competitive for stationary packs &amp; mid range cars.",17940.0,,,,967.0,1022.0
2021-06-06,The operating costs of a Tesla are also much lower than a gasoline cruiser!,10254.0,,,,734.0,569.0
2021-06-08,The long-term strength of Tesla will be manufacturing technology,17302.0,,,,1009.0,1291.0
2021-06-09,Tesla Europe team is doing great!,11928.0,,,,629.0,799.0
2021-06-09,"Exactly. Only time I sell Tesla stock is when my stock options are expiring &amp; I have no choice. Btw, I will continue to pay income taxes in California proportionate to my time in state, which is &amp; will be significant.",4726.0,,,,346.0,550.0
2021-06-09,"Yeah, sold my houses, except for 1 in Bay Area that’s rented out for events. Working on sustainable energy for Earth with Tesla &amp; protecting future of consciousness by making life multiplanetary with SpaceX. Also, AI risk mitigation with Neuralink &amp; fixing traffic with Boring.",15933.0,,,,1477.0,1967.0
2021-06-11,Tesla engineering is awesome!,39113.0,,,,1519.0,1551.0
2021-06-11,Order Tesla Model S Plaid at,90517.0,,,,9805.0,5936.0
2021-06-13,"This is inaccurate. Tesla only sold ~10% of holdings to confirm BTC could be liquidated easily without moving market. When there’s confirmation of reasonable (~50%) clean energy usage by miners with positive future trend, Tesla will resume allowing Bitcoin transactions.",53127.0,,,,9642.0,10398.0
2021-06-13,Fiber is wound over rotor at high tension load. Machine to do this was made by Tesla Automation. Carbon sleeve must put copper rotor in compression or it loosens at low temp due to differential thermal expansion. Preload is also helpful for maintaining precise gap to stator.,6086.0,,,,414.0,380.0
2021-06-16,Most people have no idea just how good the Tesla air purification system is. Literally 10X better than any other car.,6013.0,,,,318.0,493.0
2021-06-21,"Looking at holding Tesla AI Day in about a month or so. Will go over progress with Tesla AI software &amp; hardware, both training &amp; inference. Purpose is recruiting.",114970.0,,,,9788.0,7133.0
2021-06-22,Tesla financing round closed at 6pm Dec 24th 2008 – last hour of last day possible or payroll would’ve bounced 2 days later. I gave Tesla last of my remaining cash from PayPal. Didn’t even own a house or anything sellable.,35527.0,,,,1361.0,2532.0
2021-06-24,Shout out to the awesome Tesla global team. Thanks for working so hard to make Tesla successful!,149781.0,,,,8972.0,7330.0
2021-06-24,At least a few years before Starlink revenue is reasonably predictable. Going public sooner than that would be very painful. Will do my best to give long-term Tesla shareholders preference.,7071.0,,,,485.0,691.0
2021-06-25,"I’m driving “alpha” 9, but we need to fix some obvious issues before releasing beta 9, hopefully next week. FSD subscription capability should be turning on via the Tesla app.",4637.0,,,,546.0,398.0
2021-06-25,"Actually, a great many parts are produced by our suppliers, but Tesla is more vertically integrated than other carmakers",5367.0,,,,263.0,271.0
2021-06-26,"Sometimes people think it is performance, but safety is always the primary design requirement for a Tesla",52590.0,,,,1396.0,2802.0
2021-07-02,"Congrats Tesla Team on over 200,000 car built &amp; delivered in Q2, despite many challenges!!",171175.0,,,,7819.0,9699.0
2021-07-02,"These days, I mostly just play Polytopia, which comes free with every Tesla!",2116.0,,,,204.0,135.0
2021-07-02,"When we need strange training examples, eg half a car on highway, Tesla sim delivers. Also, accidents on Autopilot are becoming rarer, so we need more close call examples. For safety tests, Autopilot sees dummy far away. Emergency braking only needed for distracted drivers.",1350.0,,,,110.0,102.0
2021-07-02,"Yeah, it’s next-level &amp; will just keep getting better with more training data from fleet. Tesla sim team is also crushing it.",7034.0,,,,306.0,355.0
2021-07-03,"Friday afternoons are usually Tesla design studio time. Cybertruck will be almost exactly what was shown. We’re adding rear wheel steering, so it can do tight turns &amp; maneuver with high agility. Lot of other great things coming.",17964.0,,,,1361.0,1383.0
2021-07-03,"Yes. Long-term, all settings will be in your Tesla app and car will auto adjust.",3108.0,,,,177.0,200.0
2021-07-07,"And by 2060, Tesla production will exceed the mass of the Universe!",51025.0,,,,2328.0,1718.0
2021-07-07,"Working with Weddle and Sons Roofing has been a great collaboration for accelerating Tesla Solar Roof installation! This is a lot of work, as tens of millions of homes need solar roofs! If you are a roofing company, please consider adding Solar Roof to your offerings.",6876.0,,,,348.0,485.0
2021-07-08,Nikola Tesla was born in Croatia (to Serbian parents)!,15368.0,,,,1307.0,1033.0
2021-07-09,"Running preproduction software is both work &amp; fun. Beta list was in stasis, as we had many known issues to fix. Beta 9 addresses most known issues, but there will be unknown issues, so please be paranoid. Safety is always top priority at Tesla.",4513.0,,,,272.0,303.0
2021-07-10,Tesla Solar Roof + Powerwall in major new housing development in Austin,28160.0,,,,3502.0,2471.0
2021-07-21,"We created our own connector, as there was no standard back then &amp; Tesla was only maker of long range electric cars. It’s one fairly slim connector for both low &amp; high power charging. That said, we’re making our Supercharger network open to other EVs later this year.",15030.0,,,,963.0,1095.0
2021-07-23,"If Tesla is able to succeed with imported vehicles, then a factory in India is quite likely.",11074.0,,,,643.0,1266.0
